user_id,movie_id,title,rating,genres,year,movie_age,genre_count,movie_popularity,average_rating
366,589,Terminator 2: Judgment Day (1991),4.0,"['Action', 'Sci-Fi']",1991.0,35.0,2,182,3.9945054945054945
150,95,Broken Arrow (1996),3.0,"['Action', 'Adventure', 'Thriller']",1996.0,30.0,3,74,2.918918918918919
523,26776,Porco Rosso (Crimson Pig) (Kurenai no buta) (1992),4.5,"['Adventure', 'Animation', 'Comedy', 'Fantasy', 'Romance']",1992.0,34.0,5,11,3.8636363636363638
380,1653,Gattaca (1997),4.0,"['Drama', 'Sci-Fi', 'Thriller']",1997.0,29.0,3,75,3.98
489,2379,Police Academy 2: Their First Assignment (1985),1.5,"['Comedy', 'Crime']",1985.0,41.0,2,11,2.409090909090909
111,71057,9 (2009),1.5,"['Adventure', 'Animation', 'Sci-Fi']",2009.0,17.0,3,12,3.625
318,3412,"Bear, The (Ours, L') (1988)",4.0,"['Adventure', 'Children', 'Drama']",1988.0,38.0,3,5,3.5
333,3755,"Perfect Storm, The (2000)",3.0,"['Drama', 'Thriller']",2000.0,26.0,2,35,3.085714285714286
217,1014,Pollyanna (1960),3.0,"['Children', 'Comedy', 'Drama']",1960.0,66.0,3,4,2.875
514,2028,Saving Private Ryan (1998),4.0,"['Action', 'Drama', 'War']",1998.0,28.0,3,148,4.097972972972973
275,440,Dave (1993),4.0,"['Comedy', 'Romance']",1993.0,33.0,2,58,3.586206896551724
84,318,"Shawshank Redemption, The (1994)",5.0,"['Crime', 'Drama']",1994.0,32.0,2,257,4.455252918287938
424,6870,Mystic River (2003),4.5,"['Crime', 'Drama', 'Mystery']",2003.0,23.0,3,41,3.6951219512195124
408,8528,Dodgeball: A True Underdog Story (2004),4.5,['Comedy'],2004.0,22.0,1,32,3.65625
552,2598,Pushing Tin (1999),2.5,['Comedy'],1999.0,27.0,1,18,2.7777777777777777
109,110,Braveheart (1995),5.0,"['Action', 'Drama', 'War']",1995.0,31.0,3,189,4.01058201058201
380,68791,Terminator Salvation (2009),3.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",2009.0,17.0,4,14,3.3214285714285716
76,2858,American Beauty (1999),4.0,"['Drama', 'Romance']",1999.0,27.0,2,160,4.046875
19,798,Daylight (1996),2.0,"['Action', 'Adventure', 'Drama', 'Thriller']",1996.0,30.0,4,10,2.75
305,1258,"Shining, The (1980)",5.0,['Horror'],1980.0,46.0,1,87,4.109195402298851
469,2391,"Simple Plan, A (1998)",5.0,"['Crime', 'Drama', 'Thriller']",1998.0,28.0,3,16,3.78125
590,2376,"View to a Kill, A (1985)",1.5,"['Action', 'Adventure', 'Thriller']",1985.0,41.0,3,20,3.175
467,2125,Ever After: A Cinderella Story (1998),2.0,"['Comedy', 'Drama', 'Romance']",1998.0,28.0,3,16,3.5625
68,3147,"Green Mile, The (1999)",3.5,"['Crime', 'Drama']",1999.0,27.0,2,92,4.092391304347826
217,564,Chasers (1994),1.0,['Comedy'],1994.0,32.0,1,2,1.5
525,99149,"Misérables, Les (2012)",4.0,"['Drama', 'Musical', 'Romance', 'IMAX']",2012.0,14.0,4,6,3.6666666666666665
199,380,True Lies (1994),3.0,"['Action', 'Adventure', 'Comedy', 'Romance', 'Thriller']",1994.0,32.0,5,146,3.537671232876712
475,2617,"Mummy, The (1999)",5.0,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Horror', 'Thriller']",1999.0,27.0,6,71,3.112676056338028
122,80463,"Social Network, The (2010)",5.0,['Drama'],2010.0,16.0,1,52,3.8653846153846154
564,3948,Meet the Parents (2000),4.0,['Comedy'],2000.0,26.0,1,74,3.5067567567567566
480,48783,Flags of Our Fathers (2006),4.0,"['Drama', 'War']",2006.0,20.0,2,8,3.6875
66,7438,Kill Bill: Vol. 2 (2004),5.0,"['Action', 'Drama', 'Thriller']",2004.0,22.0,3,87,3.8275862068965516
307,1093,"Doors, The (1991)",3.0,['Drama'],1991.0,35.0,1,29,3.5
425,5679,"Ring, The (2002)",4.0,"['Horror', 'Mystery', 'Thriller']",2002.0,24.0,3,36,3.236111111111111
268,1968,"Breakfast Club, The (1985)",2.0,"['Comedy', 'Drama']",1985.0,41.0,2,90,3.7555555555555555
608,6323,Identity (2003),4.0,"['Crime', 'Horror', 'Mystery', 'Thriller']",2003.0,23.0,4,17,3.5588235294117645
603,1639,Chasing Amy (1997),5.0,"['Comedy', 'Drama', 'Romance']",1997.0,29.0,3,42,3.6666666666666665
469,3160,Magnolia (1999),4.0,['Drama'],1999.0,27.0,1,38,3.736842105263158
599,68319,X-Men Origins: Wolverine (2009),2.5,"['Action', 'Sci-Fi', 'Thriller']",2009.0,17.0,3,25,2.82
474,3548,Auntie Mame (1958),4.5,"['Comedy', 'Drama']",1958.0,68.0,2,5,3.7
219,1240,"Terminator, The (1984)",4.0,"['Action', 'Sci-Fi', 'Thriller']",1984.0,42.0,3,101,3.8465346534653464
222,6863,School of Rock (2003),4.0,"['Comedy', 'Musical']",2003.0,23.0,2,53,3.4056603773584904
182,3503,Solaris (Solyaris) (1972),4.0,"['Drama', 'Mystery', 'Sci-Fi']",1972.0,54.0,3,10,4.0
212,81591,Black Swan (2010),4.0,"['Drama', 'Thriller']",2010.0,16.0,2,34,3.6029411764705883
165,5481,Austin Powers in Goldmember (2002),3.0,['Comedy'],2002.0,24.0,1,54,2.8425925925925926
509,4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",5.0,"['Adventure', 'Fantasy']",2001.0,25.0,2,161,4.1521739130434785
594,339,While You Were Sleeping (1995),5.0,"['Comedy', 'Romance']",1995.0,31.0,2,80,3.5125
274,4544,Short Circuit 2 (1988),3.5,"['Comedy', 'Sci-Fi']",1988.0,38.0,2,4,2.875
230,3527,Predator (1987),3.5,"['Action', 'Sci-Fi', 'Thriller']",1987.0,39.0,3,58,3.5689655172413794
10,4995,"Beautiful Mind, A (2001)",4.0,"['Drama', 'Romance']",2001.0,25.0,2,96,4.036458333333333
125,160563,The Legend of Tarzan (2016),3.5,"['Action', 'Adventure']",2016.0,10.0,2,5,3.0
351,88405,Friends with Benefits (2011),3.5,"['Comedy', 'Romance']",2011.0,15.0,2,17,2.9705882352941178
586,5952,"Lord of the Rings: The Two Towers, The (2002)",5.0,"['Adventure', 'Fantasy']",2002.0,24.0,2,141,4.0212765957446805
414,1007,"Apple Dumpling Gang, The (1975)",2.0,"['Children', 'Comedy', 'Western']",1975.0,51.0,3,6,2.4166666666666665
68,1408,"Last of the Mohicans, The (1992)",5.0,"['Action', 'Romance', 'War', 'Western']",1992.0,34.0,4,34,3.75
462,90430,Carnage (2011),3.5,"['Comedy', 'Drama']",2011.0,15.0,2,4,4.0
489,4995,"Beautiful Mind, A (2001)",4.0,"['Drama', 'Romance']",2001.0,25.0,2,96,4.036458333333333
590,494,Executive Decision (1996),3.0,"['Action', 'Adventure', 'Thriller']",1996.0,30.0,3,34,3.3970588235294117
274,34534,Four Brothers (2005),3.5,"['Action', 'Crime', 'Drama']",2005.0,21.0,3,7,3.5714285714285716
414,187595,Solo: A Star Wars Story (2018),3.5,"['Action', 'Adventure', 'Children', 'Sci-Fi']",2018.0,8.0,4,5,3.9
474,529,Searching for Bobby Fischer (1993),4.0,['Drama'],1993.0,33.0,1,33,3.8181818181818183
590,349,Clear and Present Danger (1994),3.5,"['Action', 'Crime', 'Drama', 'Thriller']",1994.0,32.0,4,83,3.6867469879518073
268,1196,Star Wars: Episode V - The Empire Strikes Back (1980),5.0,"['Action', 'Adventure', 'Sci-Fi']",1980.0,46.0,3,163,4.1871165644171775
514,1345,Carrie (1976),4.0,"['Drama', 'Fantasy', 'Horror', 'Thriller']",1976.0,50.0,4,26,3.3846153846153846
590,1945,On the Waterfront (1954),5.0,"['Crime', 'Drama']",1954.0,72.0,2,16,4.0625
448,4981,Clockwise (1986),4.0,['Comedy'],1986.0,40.0,1,1,4.0
599,169958,Buster's Mal Heart (2017),1.0,"['Drama', 'Mystery']",2017.0,9.0,2,1,1.0
31,736,Twister (1996),4.0,"['Action', 'Adventure', 'Romance', 'Thriller']",1996.0,30.0,4,98,3.3469387755102042
111,165671,Ice Guardians (2016),4.5,['Documentary'],2016.0,10.0,1,1,4.5
525,551,"Nightmare Before Christmas, The (1993)",4.0,"['Animation', 'Children', 'Fantasy', 'Musical']",1993.0,33.0,4,73,3.5
511,3307,City Lights (1931),4.5,"['Comedy', 'Drama', 'Romance']",1931.0,95.0,3,11,3.8181818181818183
298,114935,Predestination (2014),3.0,"['Action', 'Mystery', 'Sci-Fi', 'Thriller']",2014.0,12.0,4,7,3.642857142857143
57,377,Speed (1994),2.0,"['Action', 'Romance', 'Thriller']",1994.0,32.0,3,129,3.562015503875969
411,440,Dave (1993),3.0,"['Comedy', 'Romance']",1993.0,33.0,2,58,3.586206896551724
534,57640,Hellboy II: The Golden Army (2008),4.0,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",2008.0,18.0,4,16,3.8125
54,500,Mrs. Doubtfire (1993),3.0,"['Comedy', 'Drama']",1993.0,33.0,2,116,3.4267241379310347
68,1275,Highlander (1986),2.5,"['Action', 'Adventure', 'Fantasy']",1986.0,40.0,3,42,3.75
474,2116,"Lord of the Rings, The (1978)",2.0,"['Adventure', 'Animation', 'Children', 'Fantasy']",1978.0,48.0,4,9,2.8333333333333335
182,5609,Ballistic: Ecks vs. Sever (2002),2.0,"['Action', 'Thriller']",2002.0,24.0,2,2,2.5
381,63808,"Class, The (Entre les murs) (2008)",2.5,['Drama'],2008.0,18.0,1,2,2.75
420,7153,"Lord of the Rings: The Return of the King, The (2003)",4.5,"['Action', 'Adventure', 'Drama', 'Fantasy']",2003.0,23.0,4,141,4.1063829787234045
18,118900,Wild (2014),3.5,['Drama'],2014.0,12.0,1,4,2.625
477,34150,Fantastic Four (2005),3.5,"['Action', 'Adventure', 'Sci-Fi']",2005.0,21.0,3,29,2.6551724137931036
187,39869,Manderlay (2005),4.5,['Drama'],2005.0,21.0,1,2,4.25
100,3536,Keeping the Faith (2000),4.0,"['Comedy', 'Drama', 'Romance']",2000.0,26.0,3,15,3.466666666666667
105,111759,Edge of Tomorrow (2014),3.5,"['Action', 'Sci-Fi', 'IMAX']",2014.0,12.0,3,36,3.9583333333333335
590,940,"Adventures of Robin Hood, The (1938)",5.0,"['Action', 'Adventure', 'Romance']",1938.0,88.0,3,7,3.857142857142857
370,40629,Pride & Prejudice (2005),3.0,"['Drama', 'Romance']",2005.0,21.0,2,24,3.5
555,2329,American History X (1998),5.0,"['Crime', 'Drama']",1998.0,28.0,2,102,4.196078431372549
514,4002,"Planes, Trains & Automobiles (1987)",3.5,['Comedy'],1987.0,39.0,1,20,3.8
105,117176,The Theory of Everything (2014),4.0,"['Drama', 'Romance']",2014.0,12.0,2,14,3.75
19,3213,Batman: Mask of the Phantasm (1993),4.0,"['Animation', 'Children']",1993.0,33.0,2,13,4.115384615384615
195,1921,Pi (1998),2.0,"['Drama', 'Sci-Fi', 'Thriller']",1998.0,28.0,3,34,3.823529411764706
27,2985,RoboCop (1987),1.0,"['Action', 'Crime', 'Drama', 'Sci-Fi', 'Thriller']",1987.0,39.0,5,50,3.32
411,382,Wolf (1994),3.0,"['Drama', 'Horror', 'Romance', 'Thriller']",1994.0,32.0,4,13,3.269230769230769
489,105,"Bridges of Madison County, The (1995)",4.5,"['Drama', 'Romance']",1995.0,31.0,2,20,3.3
89,125974,Halloweentown High (2004),3.5,"['Adventure', 'Children', 'Comedy', 'Fantasy']",2004.0,22.0,4,2,3.75
425,8783,"Village, The (2004)",3.0,"['Drama', 'Mystery', 'Thriller']",2004.0,22.0,3,19,3.1842105263157894
45,648,Mission: Impossible (1996),4.0,"['Action', 'Adventure', 'Mystery', 'Thriller']",1996.0,30.0,4,128,3.55859375
322,2997,Being John Malkovich (1999),0.5,"['Comedy', 'Drama', 'Fantasy']",1999.0,27.0,3,82,3.9939024390243905
534,31,Dangerous Minds (1995),3.5,['Drama'],1995.0,31.0,1,28,3.1785714285714284
305,903,Vertigo (1958),3.5,"['Drama', 'Mystery', 'Romance', 'Thriller']",1958.0,68.0,4,44,4.034090909090909
263,4027,"O Brother, Where Art Thou? (2000)",4.0,"['Adventure', 'Comedy', 'Crime']",2000.0,26.0,3,75,3.76
469,1719,"Sweet Hereafter, The (1997)",5.0,['Drama'],1997.0,29.0,1,15,4.3
591,3897,Almost Famous (2000),3.0,['Drama'],2000.0,26.0,1,70,3.8214285714285716
594,2001,Lethal Weapon 2 (1989),4.5,"['Action', 'Comedy', 'Crime', 'Drama']",1989.0,37.0,4,35,3.157142857142857
469,3418,Thelma & Louise (1991),4.0,"['Adventure', 'Crime', 'Drama']",1991.0,35.0,3,36,3.5416666666666665
288,40959,"Ice Harvest, The (2005)",4.5,"['Action', 'Comedy', 'Crime', 'Thriller']",2005.0,21.0,4,3,3.6666666666666665
187,235,Ed Wood (1994),4.5,"['Comedy', 'Drama']",1994.0,32.0,2,56,3.7410714285714284
317,223,Clerks (1994),4.0,['Comedy'],1994.0,32.0,1,75,3.94
249,68205,Crank: High Voltage (2009),3.0,"['Action', 'Comedy', 'Crime']",2009.0,17.0,3,6,2.6666666666666665
414,112183,Birdman: Or (The Unexpected Virtue of Ignorance) (2014),4.0,"['Comedy', 'Drama']",2014.0,12.0,2,23,3.5
263,2396,Shakespeare in Love (1998),4.0,"['Comedy', 'Drama', 'Romance']",1998.0,28.0,3,71,3.8450704225352115
469,2058,"Negotiator, The (1998)",3.0,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",1998.0,28.0,5,22,3.340909090909091
105,4734,Jay and Silent Bob Strike Back (2001),4.0,"['Adventure', 'Comedy']",2001.0,25.0,2,27,3.1296296296296298
414,1816,Two Girls and a Guy (1997),3.0,"['Comedy', 'Drama']",1997.0,29.0,2,3,2.0
517,2424,You've Got Mail (1998),1.5,"['Comedy', 'Romance']",1998.0,28.0,2,35,3.0714285714285716
428,1527,"Fifth Element, The (1997)",4.0,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",1997.0,29.0,4,96,3.7083333333333335
334,733,"Rock, The (1996)",3.5,"['Action', 'Adventure', 'Thriller']",1996.0,30.0,3,93,3.6666666666666665
469,3813,Interiors (1978),5.0,['Drama'],1978.0,48.0,1,2,4.25
68,3409,Final Destination (2000),3.0,"['Drama', 'Thriller']",2000.0,26.0,2,29,2.810344827586207
603,1533,"Promise, The (La promesse) (1996)",4.0,['Drama'],1996.0,30.0,1,2,4.5
381,736,Twister (1996),3.5,"['Action', 'Adventure', 'Romance', 'Thriller']",1996.0,30.0,4,98,3.3469387755102042
204,3266,Man Bites Dog (C'est arrivé près de chez vous) (1992),5.0,"['Comedy', 'Crime', 'Drama', 'Thriller']",1992.0,34.0,4,4,4.625
380,84942,Drive Angry (2011),4.0,"['Action', 'Fantasy', 'Thriller']",2011.0,15.0,3,2,3.75
331,5952,"Lord of the Rings: The Two Towers, The (2002)",4.5,"['Adventure', 'Fantasy']",2002.0,24.0,2,141,4.0212765957446805
137,1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",4.5,['Drama'],1957.0,69.0,1,16,4.25
125,1221,"Godfather: Part II, The (1974)",4.5,"['Crime', 'Drama']",1974.0,52.0,2,106,4.268867924528302
471,6016,City of God (Cidade de Deus) (2002),4.0,"['Action', 'Adventure', 'Crime', 'Drama', 'Thriller']",2002.0,24.0,5,63,4.142857142857143
453,344,Ace Ventura: Pet Detective (1994),4.0,['Comedy'],1994.0,32.0,1,132,3.0416666666666665
68,457,"Fugitive, The (1993)",4.5,['Thriller'],1993.0,33.0,1,153,4.0
410,1085,"Old Man and the Sea, The (1958)",4.0,"['Adventure', 'Drama']",1958.0,68.0,2,2,3.5
563,2485,She's All That (1999),3.0,"['Comedy', 'Romance']",1999.0,27.0,2,22,2.8863636363636362
129,7438,Kill Bill: Vol. 2 (2004),4.0,"['Action', 'Drama', 'Thriller']",2004.0,22.0,3,87,3.8275862068965516
367,3175,Galaxy Quest (1999),4.0,"['Adventure', 'Comedy', 'Sci-Fi']",1999.0,27.0,3,63,3.5873015873015874
596,2774,Better Than Chocolate (1999),3.0,"['Comedy', 'Romance']",1999.0,27.0,2,1,3.0
175,531,"Secret Garden, The (1993)",3.5,"['Children', 'Drama']",1993.0,33.0,2,17,3.176470588235294
318,96020,Sidewalls (Medianeras) (2011),4.0,['Drama'],2011.0,15.0,1,3,3.6666666666666665
57,2804,"Christmas Story, A (1983)",4.0,"['Children', 'Comedy']",1983.0,43.0,2,47,3.978723404255319
208,10,GoldenEye (1995),2.0,"['Action', 'Adventure', 'Thriller']",1995.0,31.0,3,105,3.4285714285714284
494,1196,Star Wars: Episode V - The Empire Strikes Back (1980),5.0,"['Action', 'Adventure', 'Sci-Fi']",1980.0,46.0,3,163,4.1871165644171775
51,2752,Outrageous Fortune (1987),2.5,"['Comedy', 'Mystery']",1987.0,39.0,2,6,2.75
414,1278,Young Frankenstein (1974),4.0,"['Comedy', 'Fantasy']",1974.0,52.0,2,55,3.9272727272727272
412,2710,"Blair Witch Project, The (1999)",2.0,"['Drama', 'Horror', 'Thriller']",1999.0,27.0,3,51,2.843137254901961
369,47,Seven (a.k.a. Se7en) (1995),3.5,"['Mystery', 'Thriller']",1995.0,31.0,2,155,3.9838709677419355
137,780,Independence Day (a.k.a. ID4) (1996),3.0,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",1996.0,30.0,4,163,3.4478527607361964
307,1580,Men in Black (a.k.a. MIB) (1997),2.0,"['Action', 'Comedy', 'Sci-Fi']",1997.0,29.0,3,135,3.488888888888889
256,3593,Battlefield Earth (2000),4.5,"['Action', 'Sci-Fi']",2000.0,26.0,2,16,1.75
603,1307,When Harry Met Sally... (1989),4.0,"['Comedy', 'Romance']",1989.0,37.0,2,67,3.8134328358208953
76,111,Taxi Driver (1976),3.0,"['Crime', 'Drama', 'Thriller']",1976.0,50.0,3,85,4.158823529411765
566,337,What's Eating Gilbert Grape (1993),3.0,['Drama'],1993.0,33.0,1,62,3.8225806451612905
600,1265,Groundhog Day (1993),4.0,"['Comedy', 'Fantasy', 'Romance']",1993.0,33.0,3,112,3.9598214285714284
419,6213,Tears of the Sun (2003),3.5,"['Action', 'Drama', 'Thriller']",2003.0,23.0,3,6,2.75
480,7618,Chaplin (1992),3.5,['Drama'],1992.0,34.0,1,2,3.5
105,1265,Groundhog Day (1993),4.0,"['Comedy', 'Fantasy', 'Romance']",1993.0,33.0,3,112,3.9598214285714284
599,6534,Hulk (2003),3.0,"['Action', 'Adventure', 'Sci-Fi']",2003.0,23.0,3,29,2.5517241379310347
234,2571,"Matrix, The (1999)",5.0,"['Action', 'Sci-Fi', 'Thriller']",1999.0,27.0,3,214,4.184579439252336
375,1196,Star Wars: Episode V - The Empire Strikes Back (1980),5.0,"['Action', 'Adventure', 'Sci-Fi']",1980.0,46.0,3,163,4.1871165644171775
18,62434,Zack and Miri Make a Porno (2008),3.5,"['Comedy', 'Drama', 'Romance']",2008.0,18.0,3,16,3.65625
372,4006,Transformers: The Movie (1986),1.0,"['Adventure', 'Animation', 'Children', 'Sci-Fi']",1986.0,40.0,4,7,3.357142857142857
563,1017,Swiss Family Robinson (1960),3.5,"['Adventure', 'Children']",1960.0,66.0,2,9,3.5555555555555554
75,2640,Superman (1978),1.5,"['Action', 'Adventure', 'Sci-Fi']",1978.0,48.0,3,51,3.6666666666666665
304,296,Pulp Fiction (1994),5.0,"['Comedy', 'Crime', 'Drama', 'Thriller']",1994.0,32.0,4,256,4.224609375
564,5377,About a Boy (2002),4.0,"['Comedy', 'Drama', 'Romance']",2002.0,24.0,3,35,3.7714285714285714
438,2167,Blade (1998),4.0,"['Action', 'Horror', 'Thriller']",1998.0,28.0,3,42,3.5
330,466,Hot Shots! Part Deux (1993),3.0,"['Action', 'Comedy', 'War']",1993.0,33.0,3,50,2.92
460,4703,Chocolat (1988),4.0,['Drama'],1988.0,38.0,1,4,3.375
156,2239,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),5.0,"['Comedy', 'Drama']",1975.0,51.0,2,5,4.6
534,86892,The Man from Nowhere (2010),4.5,"['Action', 'Crime', 'Thriller']",2010.0,16.0,3,2,4.25
525,2628,Star Wars: Episode I - The Phantom Menace (1999),3.0,"['Action', 'Adventure', 'Sci-Fi']",1999.0,27.0,3,120,3.1083333333333334
571,3706,Angel Heart (1987),1.0,"['Film-Noir', 'Horror', 'Mystery', 'Thriller']",1987.0,39.0,4,7,3.0
390,5220,Showtime (2002),1.5,"['Action', 'Comedy']",2002.0,24.0,2,8,2.25
19,1895,Can't Hardly Wait (1998),2.0,"['Comedy', 'Drama', 'Romance']",1998.0,28.0,3,13,3.230769230769231
307,784,"Cable Guy, The (1996)",4.0,"['Comedy', 'Thriller']",1996.0,30.0,2,40,2.95
105,26471,Eddie Murphy Delirious (1983),3.5,"['Comedy', 'Documentary']",1983.0,43.0,2,3,4.166666666666667
448,60040,"Incredible Hulk, The (2008)",2.5,"['Action', 'Sci-Fi']",2008.0,18.0,2,29,3.2241379310344827
367,3253,Wayne's World (1992),3.0,['Comedy'],1992.0,34.0,1,48,3.40625
318,41566,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",3.0,"['Adventure', 'Children', 'Fantasy']",2005.0,21.0,3,57,3.456140350877193
131,48780,"Prestige, The (2006)",3.5,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",2006.0,20.0,4,67,4.119402985074627
232,50068,Letters from Iwo Jima (2006),3.0,"['Drama', 'War']",2006.0,20.0,2,15,3.6666666666666665
184,180985,The Greatest Showman (2017),3.0,['Drama'],2017.0,9.0,1,4,3.5
51,39183,Brokeback Mountain (2005),5.0,"['Drama', 'Romance']",2005.0,21.0,2,26,3.5
288,4976,Iris (2001),4.0,['Drama'],2001.0,25.0,1,4,3.875
84,50,"Usual Suspects, The (1995)",4.0,"['Crime', 'Mystery', 'Thriller']",1995.0,31.0,3,162,4.219135802469136
156,26313,California Split (1974),4.0,"['Comedy', 'Drama']",1974.0,52.0,2,1,4.0
330,4306,Shrek (2001),4.5,"['Adventure', 'Animation', 'Children', 'Comedy', 'Fantasy', 'Romance']",2001.0,25.0,6,146,3.8732876712328768
249,84954,"Adjustment Bureau, The (2011)",2.5,"['Romance', 'Sci-Fi', 'Thriller']",2011.0,15.0,3,17,3.4411764705882355
274,2761,"Iron Giant, The (1999)",3.5,"['Adventure', 'Animation', 'Children', 'Drama', 'Sci-Fi']",1999.0,27.0,5,28,4.107142857142857
567,119145,Kingsman: The Secret Service (2015),3.0,"['Action', 'Adventure', 'Comedy', 'Crime']",2015.0,11.0,4,26,3.923076923076923
474,1610,"Hunt for Red October, The (1990)",4.0,"['Action', 'Adventure', 'Thriller']",1990.0,36.0,3,73,3.8013698630136985
419,89580,Neds (2010),4.0,['Drama'],2010.0,16.0,1,1,4.0
409,3298,Boiler Room (2000),3.0,"['Crime', 'Drama', 'Thriller']",2000.0,26.0,3,18,3.7777777777777777
28,27408,Ripley's Game (2002),2.5,"['Drama', 'Thriller']",2002.0,24.0,2,3,3.3333333333333335
339,141749,The Danish Girl (2015),4.0,['Drama'],2015.0,11.0,1,1,4.0
221,4799,"It's a Mad, Mad, Mad, Mad World (1963)",3.5,"['Action', 'Adventure', 'Comedy', 'Crime']",1963.0,63.0,4,10,3.25
9,2877,Tommy (1975),3.0,['Musical'],1975.0,51.0,1,5,3.2
298,4448,"Score, The (2001)",2.5,"['Action', 'Drama']",2001.0,25.0,2,14,3.392857142857143
132,4700,"Princess Diaries, The (2001)",3.0,"['Children', 'Comedy', 'Romance']",2001.0,25.0,3,21,3.119047619047619
32,788,"Nutty Professor, The (1996)",1.0,"['Comedy', 'Fantasy', 'Romance', 'Sci-Fi']",1996.0,30.0,4,61,2.622950819672131
82,1801,"Man in the Iron Mask, The (1998)",3.0,"['Action', 'Adventure', 'Drama']",1998.0,28.0,3,19,3.3157894736842106
274,52973,Knocked Up (2007),3.5,"['Comedy', 'Drama', 'Romance']",2007.0,19.0,3,39,3.7564102564102564
397,1104,"Streetcar Named Desire, A (1951)",4.5,['Drama'],1951.0,75.0,1,15,4.533333333333333
177,91535,"Bourne Legacy, The (2012)",3.0,"['Action', 'Adventure', 'Drama', 'Thriller', 'IMAX']",2012.0,14.0,5,14,3.0
246,4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",5.0,"['Adventure', 'Fantasy']",2001.0,25.0,2,161,4.1521739130434785
605,1917,Armageddon (1998),3.0,"['Action', 'Romance', 'Sci-Fi', 'Thriller']",1998.0,28.0,4,75,2.966666666666667
21,1391,Mars Attacks! (1996),0.5,"['Action', 'Comedy', 'Sci-Fi']",1996.0,30.0,3,70,3.1285714285714286
167,5816,Harry Potter and the Chamber of Secrets (2002),4.5,"['Adventure', 'Fantasy']",2002.0,24.0,2,84,3.5952380952380953
